gene_id,acronym,gene_name,ise_id,plane,entrez,valid
60529,Pcdhb9,protocadherin beta 9,70723601,sagittal,93880,True
12350,Cdh9,cadherin 9,70719650,sagittal,12565,True
12350,Cdh9,cadherin 9,72472764,coronal,12565,True
84552,A630033H20Rik,RIKEN cDNA A630033H20 gene,69855729,sagittal,213438,True
50276,Lrriq3,leucine-rich repeats and IQ motif containing 3,70218631,sagittal,74435,True
110710,Mrpl21,mitochondrial ribosomal protein L21,68523129,sagittal,353242,True
52778,Rbm17,RNA binding motif protein 17,68744934,sagittal,76938,True
85181,Rnf157,ring finger protein 157,74562224,sagittal,217340,True
89007,Zfp933,zinc finger protein 933,74058871,sagittal,242747,True
33178,Celsr2,"cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)",69237065,sagittal,53883,True
57576,Cacng7,"calcium channel, voltage-dependent, gamma subunit 7",70723375,sagittal,81904,True
57576,Cacng7,"calcium channel, voltage-dependent, gamma subunit 7",74750054,coronal,81904,True
50329,Lrrc15,leucine rich repeat containing 15,75831710,sagittal,74488,True
89320,Fam198a,"family with sequence similarity 198, member A",71021041,sagittal,245050,True
18775,Ppap2a,phosphatidic acid phosphatase type 2A,831,sagittal,19012,True
18775,Ppap2a,phosphatidic acid phosphatase type 2A,830,coronal,19012,True
30401,Galns,galactosamine (N-acetyl)-6-sulfate sulfatase,75695654,sagittal,50917,True
30401,Galns,galactosamine (N-acetyl)-6-sulfate sulfatase,70612726,coronal,50917,True
20487,Serpinb8,"serine (or cysteine) peptidase inhibitor, clade B, member 8",248554,sagittal,20725,True
20487,Serpinb8,"serine (or cysteine) peptidase inhibitor, clade B, member 8",293668,coronal,20725,True
26310,Ror1,receptor tyrosine kinase-like orphan receptor 1,69818260,sagittal,26563,True
16555,Lamp1,lysosomal-associated membrane protein 1,69736022,sagittal,16783,True
14549,Grk5,G protein-coupled receptor kinase 5,79632273,sagittal,14773,True
14549,Grk5,G protein-coupled receptor kinase 5,77371851,coronal,14773,True
108491,B230214G05,uncharacterized LOC328579,70305431,sagittal,328579,True
21742,Tpd52,tumor protein D52,69079999,sagittal,21985,True
19582,Rnaseh1,ribonuclease H1,671240,sagittal,19819,True
87928,AK129341,cDNA sequence AK129341,69526492,sagittal,234915,True
54528,Nol3,nucleolar protein 3 (apoptosis repressor with CARD domain),67767468,sagittal,78688,True
12251,Cct6a,"chaperonin containing Tcp1, subunit 6a (zeta)",77792633,sagittal,12466,True
49782,4930412L05Rik,RIKEN cDNA 4930412L05 gene,100147506,sagittal,73941,True
42998,Smarca2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",79632286,sagittal,67155,True
42998,Smarca2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",76085747,coronal,67155,True
42998,Smarca2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",1973,sagittal,67155,True
42998,Smarca2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",1972,coronal,67155,True
89069,Gm51,"gene model 51, (NCBI)",71789963,sagittal,243359,True
93607,B3gat2,"beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)",74658033,coronal,280645,True
93607,B3gat2,"beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)",69527914,sagittal,280645,True
16775,Ltk,leukocyte tyrosine kinase,72283701,sagittal,17005,True
16775,Ltk,leukocyte tyrosine kinase,75988666,coronal,17005,True
66262,Phkb,phosphorylase kinase beta,68843763,sagittal,102093,True
17802,Nfkbia,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha",69782222,sagittal,18035,True
107409,E030042O20Rik,RIKEN cDNA E030042O20 gene,71809494,sagittal,320474,True
83150,Kdm4b,lysine (K)-specific demethylase 4B,2332,sagittal,193796,True
83150,Kdm4b,lysine (K)-specific demethylase 4B,2331,coronal,193796,True
87354,Plekha8,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8",69114186,sagittal,231999,True
131373,LOC434793,LOC434793,70725615,sagittal,434793,True
144226,LOC545143,-,70812705,sagittal,545143,True
93210,Prex1,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1",70946227,sagittal,277360,True
93210,Prex1,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1",73925725,coronal,277360,True
108344,Zfp616,zinc finger protein 616,74736105,sagittal,327963,True
35831,Txn2,thioredoxin 2,71670705,coronal,56551,True
35831,Txn2,thioredoxin 2,70192153,sagittal,56551,True
68339,Gldc,glycine decarboxylase,77887886,coronal,104174,True
68339,Gldc,glycine decarboxylase,74658091,coronal,104174,True
68339,Gldc,glycine decarboxylase,79354746,sagittal,104174,True
91279,Olfr266,olfactory receptor 266,74720934,sagittal,258482,True
13964,Akr1b8,"aldo-keto reductase family 1, member B8",68300944,sagittal,14187,True
88703,Adamts19,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19",73635973,coronal,240322,True
88703,Adamts19,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19",70230795,sagittal,240322,True
20437,Sox3,SRY-box containing gene 3,81655552,sagittal,20675,True
87377,Fam176a,"family with sequence similarity 176, member A",68666649,sagittal,232146,True
87377,Fam176a,"family with sequence similarity 176, member A",68499518,sagittal,232146,True
89207,Ctf2,cardiotrophin 2,76081096,sagittal,244218,True
91168,Olfr368,olfactory receptor 368,74724067,sagittal,258371,True
87563,Alkbh6,"alkB, alkylation repair homolog 6 (E. coli)",77414882,coronal,233065,True
87563,Alkbh6,"alkB, alkylation repair homolog 6 (E. coli)",71608334,sagittal,233065,True
49952,Rbm19,RNA binding motif protein 19,80341219,sagittal,74111,True
49952,Rbm19,RNA binding motif protein 19,81600094,sagittal,74111,True
49952,Rbm19,RNA binding motif protein 19,79393543,sagittal,74111,True
49952,Rbm19,RNA binding motif protein 19,71016585,coronal,74111,True
120834,Colq,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,74514091,sagittal,382864,True
50457,Scrn3,secernin 3,71735824,sagittal,74616,True
50457,Scrn3,secernin 3,71211813,sagittal,74616,True
89208,Zfp668,zinc finger protein 668,70525795,sagittal,244219,True
49977,Sec14l1,SEC14-like 1 (S. cerevisiae),74988453,coronal,74136,True
49977,Sec14l1,SEC14-like 1 (S. cerevisiae),70429423,sagittal,74136,True
18409,Pfn1,profilin 1,73514809,sagittal,18643,True
36715,Kcne3,"potassium voltage-gated channel, Isk-related subfamily, gene 3",2338,sagittal,57442,True
36715,Kcne3,"potassium voltage-gated channel, Isk-related subfamily, gene 3",2337,coronal,57442,True
36715,Kcne3,"potassium voltage-gated channel, Isk-related subfamily, gene 3",77371863,coronal,57442,True
37275,Gpr180,G protein-coupled receptor 180,69671702,sagittal,58245,True
16415,Klrd1,"killer cell lectin-like receptor, subfamily D, member 1",69735897,sagittal,16643,True
88661,Zfp799,zinc finger protein 799,71281515,sagittal,240064,True
93304,Cyp4a12a,"cytochrome P450, family 4, subfamily a, polypeptide 12a",69015751,sagittal,277753,True
133001,LOC436449,LOC436449,74736360,sagittal,436449,True
37161,Il17re,interleukin 17 receptor E,69169720,sagittal,57890,True
22002,Uck1,uridine-cytidine kinase 1,74357606,sagittal,22245,True
22002,Uck1,uridine-cytidine kinase 1,293666,coronal,22245,True
124818,6720416L17Rik,RIKEN cDNA 6720416L17 gene,69445409,sagittal,399588,True
17593,Fam89b,"family with sequence similarity 89, member B",1899,sagittal,17826,True
17593,Fam89b,"family with sequence similarity 89, member B",1898,coronal,17826,True
88767,Rgsl1,regulator of G-protein signaling like 1,73424177,sagittal,240816,True
54611,Mctp1,"multiple C2 domains, transmembrane 1",75985954,sagittal,78771,True
107334,C230009H10Rik,RIKEN cDNA C230009H10 gene,69530870,sagittal,320399,True
107334,C230009H10Rik,RIKEN cDNA C230009H10 gene,72472761,coronal,320399,True
16353,Kifc5b,kinesin family member C5B,632504,sagittal,16580,True
16353,Kifc5b,kinesin family member C5B,74658089,coronal,16580,True
109178,Gm5134,predicted gene 5134,71281825,sagittal,333669,True
12361,Cdkn1b,cyclin-dependent kinase inhibitor 1B,76097716,sagittal,12576,True
12361,Cdkn1b,cyclin-dependent kinase inhibitor 1B,112204566,coronal,12576,True
33192,Gal3st1,galactose-3-O-sulfotransferase 1,68193027,sagittal,53897,True
87153,Dnajc11,"DnaJ (Hsp40) homolog, subfamily C, member 11",71162003,sagittal,230935,True
87153,Dnajc11,"DnaJ (Hsp40) homolog, subfamily C, member 11",71496459,sagittal,230935,True
85416,Polr3a,polymerase (RNA) III (DNA directed) polypeptide A,68843787,sagittal,218832,True
53838,Grifin,galectin-related inter-fiber protein,70276963,sagittal,77998,True
13255,Reep5,receptor accessory protein 5,2159,coronal,13476,True
13255,Reep5,receptor accessory protein 5,2160,sagittal,13476,True
86276,Cep76,centrosomal protein 76,69444783,sagittal,225659,True
12649,Cox7a2,"cytochrome c oxidase, subunit VIIa 2",68301443,sagittal,12866,True
107789,9030203C11Rik,RIKEN cDNA 9030203C11 gene,69446304,sagittal,320854,True
14025,Flii,flightless I homolog (Drosophila),68193045,sagittal,14248,True
84378,Tmem60,transmembrane protein 60,68160848,sagittal,212090,True
89897,Oas1a,2'-5' oligoadenylate synthetase 1A,69028408,sagittal,246730,True
42600,Adat2,"adenosine deaminase, tRNA-specific 2, TAD2 homolog (S. cerevisiae)",68745173,sagittal,66757,True
53387,8030498B09Rik,RIKEN cDNA 8030498B09 gene,70227944,sagittal,77547,True
53387,8030498B09Rik,RIKEN cDNA 8030498B09 gene,74958606,coronal,77547,True
150259,F430212H09Rik*,RIKEN cDNA F430212H09 gene (non-RefSeq),73767368,sagittal,None,True
89294,Layn,layilin,73520977,coronal,244864,True
89294,Layn,layilin,69671684,sagittal,244864,True
42020,Ubl5,ubiquitin-like 5,68744600,sagittal,66177,True
93062,B3gnt6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)",69529101,sagittal,272411,True
130748,Gm5590,predicted gene 5590,70787546,sagittal,434168,True
88861,Tspan18,tetraspanin 18,71569108,sagittal,241556,True
88861,Tspan18,tetraspanin 18,74357573,coronal,241556,True
161408,Gm7265,predicted gene 7265,73834529,sagittal,639396,True
84968,BC089597,cDNA sequence BC089597,70524270,sagittal,216454,True
86124,Slc37a1,"solute carrier family 37 (glycerol-3-phosphate transporter), member 1",78534512,sagittal,224674,True
120882,Rrm2b,ribonucleotide reductase M2 B (TP53 inducible),68919818,sagittal,382985,True
15717,Irgm1,immunity-related GTPase family M member 1,69735228,sagittal,15944,True
46266,Csnk1g3,"casein kinase 1, gamma 3",71723900,sagittal,70425,True
42441,3110001I22Rik,RIKEN cDNA 3110001I22 gene,68546131,sagittal,66598,True
18574,Plec,plectin,68499093,sagittal,18810,True
92613,Krtap13-1,keratin associated protein 13-1,68744767,sagittal,268905,True
47018,4933424B01Rik,RIKEN cDNA 4933424B01 gene,68193034,sagittal,71177,True
42896,Rpp14,ribonuclease P 14 subunit (human),71612223,sagittal,67053,True
76719,Vmn1r13,vomeronasal 1 receptor 13,70785260,sagittal,113862,True
12529,Clgn,calmegin,74425567,coronal,12745,True
12529,Clgn,calmegin,69114399,sagittal,12745,True
12529,Clgn,calmegin,70919740,sagittal,12745,True
52196,Tgds,"TDP-glucose 4,6-dehydratase",77620499,sagittal,76355,True
36065,Tmem9b,"TMEM9 domain family, member B",631723,sagittal,56786,True
60737,Trim11,tripartite motif-containing 11,587427,sagittal,94091,True
21987,Ufd1l,ubiquitin fusion degradation 1 like,71724750,sagittal,22230,True
37595,Ppp2r3c,"protein phosphatase 2, regulatory subunit B'', gamma",71656060,sagittal,59032,True
54783,Ern1,endoplasmic reticulum (ER) to nucleus signalling 1,71021171,sagittal,78943,True
13949,Fgf18,fibroblast growth factor 18,69672426,sagittal,14172,True
35814,Hspb3,heat shock protein 3,69735156,sagittal,56534,True
35814,Hspb3,heat shock protein 3,73520988,coronal,56534,True
46352,Fam86,family with sequence similarity 86,74357587,sagittal,70511,True
33682,Rfk,riboflavin kinase,71064080,coronal,54391,True
33682,Rfk,riboflavin kinase,68745540,sagittal,54391,True
69950,Kdelr3,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3,112203270,coronal,105785,True
69950,Kdelr3,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3,2346,sagittal,105785,True
81957,Kirrel,kin of IRRE like (Drosophila),71613657,sagittal,170643,True
11677,Asgr2,asialoglycoprotein receptor 2,68203464,sagittal,11890,True
44335,Ndufaf4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4",68523306,sagittal,68493,True
12591,Cobl,cordon-bleu,71380983,sagittal,12808,True
42712,Zfp869,zinc finger protein 869,70593123,sagittal,66869,True
37655,Fxyd6,FXYD domain-containing ion transport regulator 6,73592534,coronal,59095,True
37655,Fxyd6,FXYD domain-containing ion transport regulator 6,69113656,sagittal,59095,True
43523,Sdhb,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",74658140,coronal,67680,True
43523,Sdhb,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",686214,sagittal,67680,True
20428,Sox11,SRY-box containing gene 11,999,sagittal,20666,True
20428,Sox11,SRY-box containing gene 11,79912528,coronal,20666,True
20428,Sox11,SRY-box containing gene 11,79904584,sagittal,20666,True
16200,Itih4,"inter alpha-trypsin inhibitor, heavy chain 4",69549297,sagittal,16427,True
81952,Hpcal4,hippocalcin-like 4,73520985,coronal,170638,True
81952,Hpcal4,hippocalcin-like 4,69735078,sagittal,170638,True
45701,Eif1ad,eukaryotic translation initiation factor 1A domain containing,68445077,sagittal,69860,True
107737,6330512M04Rik,RIKEN cDNA 6330512M04 gene,70528115,sagittal,320802,True
130452,LOC433871,LOC433871,70787032,sagittal,433871,True
19911,Dhrs3,dehydrogenase/reductase (SDR family) member 3,112650553,coronal,20148,True
19911,Dhrs3,dehydrogenase/reductase (SDR family) member 3,100142543,sagittal,20148,True
37781,Myg1,melanocyte proliferating gene 1,68545887,sagittal,60315,True
120219,A430048G15Rik,RIKEN cDNA A430048G15 gene,70228412,sagittal,381426,True
32794,Batf,"basic leucine zipper transcription factor, ATF-like",100145359,sagittal,53314,True
87311,Mepce,methylphosphate capping enzyme,67792211,sagittal,231803,True
85348,BC018507,cDNA sequence BC018507,393248,sagittal,218333,True
50171,Dnajc14,"DnaJ (Hsp40) homolog, subfamily C, member 14",564785,sagittal,74330,True
49552,Fam125a,"family with sequence similarity 125, member A",71610899,sagittal,73711,True
14177,Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",81790690,sagittal,14401,True
14177,Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",472,coronal,14401,True
14177,Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",71380932,sagittal,14401,True
14177,Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",76115725,coronal,14401,True
85956,Eif3l,"eukaryotic translation initiation factor 3, subunit L",69174022,sagittal,223691,True
11393,Agt,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",88,sagittal,11606,True
11393,Agt,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",87,coronal,11606,True
92724,Ell3,elongation factor RNA polymerase II-like 3,69549164,sagittal,269344,True
87233,Uba6,ubiquitin-like modifier activating enzyme 6,74819486,coronal,231380,True
87233,Uba6,ubiquitin-like modifier activating enzyme 6,69838360,sagittal,231380,True
46693,4921507L20Rik,RIKEN cDNA 4921507L20 gene,74076168,sagittal,70852,True
16720,Loxl3,lysyl oxidase-like 3,86370,sagittal,16950,True
49751,Arhgap18,Rho GTPase activating protein 18,68498597,sagittal,73910,True
43272,Nudcd1,NudC domain containing 1,75831738,sagittal,67429,True
19042,Ptprr,"protein tyrosine phosphatase, receptor type, R",74882784,coronal,19279,True
19042,Ptprr,"protein tyrosine phosphatase, receptor type, R",71377856,sagittal,19279,True
26148,Map2k7,mitogen-activated protein kinase kinase 7,69751998,sagittal,26400,True
74209,Dek,DEK oncogene (DNA binding),69014860,sagittal,110052,True
23638,Gmcl1,germ cell-less homolog 1 (Drosophila),69672826,sagittal,23885,True
42849,Cisd2,CDGSH iron sulfur domain 2,68745030,sagittal,67006,True
78444,Necab2,N-terminal EF-hand calcium binding protein 2,73788010,coronal,117148,True
78444,Necab2,N-terminal EF-hand calcium binding protein 2,69671905,sagittal,117148,True
91664,Olfr131,olfactory receptor 131,73635580,sagittal,258867,True
92503,Rapgefl1,Rap guanine nucleotide exchange factor (GEF)-like 1,70305419,sagittal,268480,True
48272,Ceacam18,carcinoembryonic antigen-related cell adhesion molecule 18,69262285,sagittal,72431,True
110686,Zfp931,zinc finger protein 931,70813137,sagittal,353208,True
84927,Plk5,polo-like kinase 5,74988743,coronal,216166,True
84927,Plk5,polo-like kinase 5,69444873,sagittal,216166,True
106145,Vmn2r-ps11,"vomeronasal 2, receptor, pseudogene 11",71764904,sagittal,319210,True
17792,Nfe2l3,"nuclear factor, erythroid derived 2, like 3",68910962,sagittal,18025,True
16303,Kcnk7,"potassium channel, subfamily K, member 7",73496923,sagittal,16530,True
13174,Dlx5,distal-less homeobox 5,1450,coronal,13395,True
13174,Dlx5,distal-less homeobox 5,1451,sagittal,13395,True
140320,mCG1049722.1,AB mCG1049722.1,74750076,coronal,None,True
140320,mCG1049722.1,AB mCG1049722.1,75692992,sagittal,None,True
37732,Emcn,endomucin,68076551,sagittal,59308,True
17926,Nppc,natriuretic peptide type C,71920453,sagittal,18159,True
49816,4930435H24Rik,RIKEN cDNA 4930435H24 gene,71891772,sagittal,73975,True
22012,Uncx,UNC homeobox,100144532,sagittal,22255,True
13406,Eef1a2,eukaryotic translation elongation factor 1 alpha 2,79544840,sagittal,13628,True
108314,5330438D12Rik,RIKEN cDNA 5330438D12 gene,74431393,sagittal,327824,True
50323,Ifitm7,interferon induced transmembrane protein 7,70278003,sagittal,74482,True
35643,Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2,71015807,coronal,56363,True
35643,Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2,68545563,sagittal,56363,True
11651,Arnt2,aryl hydrocarbon receptor nuclear translocator 2,71358590,coronal,11864,True
11651,Arnt2,aryl hydrocarbon receptor nuclear translocator 2,68843841,sagittal,11864,True
42235,Prl2b1,"prolactin family 2, subfamily b, member 1",71919224,sagittal,66392,True
52092,0610007P08Rik,RIKEN cDNA 0610007P08 gene,68523288,sagittal,76251,True
119926,D830013O20Rik,RIKEN cDNA D830013O20 gene,70238752,sagittal,380765,True
69463,Epdr1,ependymin related protein 1 (zebrafish),74881156,coronal,105298,True
69463,Epdr1,ependymin related protein 1 (zebrafish),69549293,sagittal,105298,True
88638,Krtap24-1,keratin associated protein 24-1,70296056,sagittal,239932,True
129337,LOC432748,similar to ras responsive element binding protein 1; RAS-responsive element binding protein-1; DNA-binding protein,70611264,sagittal,432748,True
129337,LOC432748,similar to ras responsive element binding protein 1; RAS-responsive element binding protein-1; DNA-binding protein,71924502,coronal,432748,True
83255,Slc25a43,"solute carrier family 25, member 43",78634043,sagittal,194744,True
86254,Prdm6,PR domain containing 6,74514085,sagittal,225518,True
108443,LOC328369,hypothetical LOC328369,70595853,sagittal,328369,True
18713,Pnp,purine-nucleoside phosphorylase,68191558,sagittal,18950,True
108858,4933411G11Rik,RIKEN cDNA 4933411G11Rik gene,72006002,sagittal,330228,True
107607,C230073O14Rik,RIKEN cDNA C230073O14 gene,71152509,sagittal,320672,True
29611,Clic4,chloride intracellular channel 4 (mitochondrial),69835565,sagittal,29876,True
29611,Clic4,chloride intracellular channel 4 (mitochondrial),73769125,coronal,29876,True
61105,Susd4,sushi domain containing 4,671241,sagittal,96935,True
61105,Susd4,sushi domain containing 4,75774678,coronal,96935,True
50062,1700011F03Rik,RIKEN cDNA 1700011F03 gene,80474704,sagittal,74221,True
92819,Gm15800,predicted gene 15800,69013450,sagittal,269700,True
85144,Rundc1,RUN domain containing 1,69873349,sagittal,217201,True
17942,Nrap,nebulin-related anchoring protein,74059223,sagittal,18175,True
36587,Mrps31,mitochondrial ribosomal protein S31,68341639,sagittal,57312,True
16948,Matk,megakaryocyte-associated tyrosine kinase,69752089,sagittal,17179,True
16948,Matk,megakaryocyte-associated tyrosine kinase,76135823,coronal,17179,True
44951,Fam58b,"family with sequence similarity 58, member B",68151450,sagittal,69109,True
163782,LOC669998,-,73949746,sagittal,669998,True
43879,Zfp706,zinc finger protein 706,69838238,sagittal,68036,True
14857,H3f3b,"H3 histone, family 3B",70545976,sagittal,15081,True
16213,Itpr3,"inositol 1,4,5-triphosphate receptor 3",74059341,sagittal,16440,True
16213,Itpr3,"inositol 1,4,5-triphosphate receptor 3",74047776,coronal,16440,True
43869,2810417H13Rik,RIKEN cDNA 2810417H13 gene,70429118,sagittal,68026,True
62852,Mfsd6,major facilitator superfamily domain containing 6,75651167,coronal,98682,True
62852,Mfsd6,major facilitator superfamily domain containing 6,638731,sagittal,98682,True
41983,Fam33a,"family with sequence similarity 33, member A",69352840,sagittal,66140,True
16201,Itk,IL2 inducible T cell kinase,69735634,sagittal,16428,True
23711,Oas1g,2'-5' oligoadenylate synthetase 1G,68341615,sagittal,23960,True
47025,1700112M01Rik,RIKEN cDNA 1700112M01 gene,74635150,sagittal,71184,True
78019,Fgfrl1,fibroblast growth factor receptor-like 1,75861795,sagittal,116701,True
66860,Phldb1,"pleckstrin homology-like domain, family B, member 1",69169851,sagittal,102693,True
85495,Akap11,A kinase (PRKA) anchor protein 11,69526516,sagittal,219181,True
45731,Zfp219,zinc finger protein 219,69290818,sagittal,69890,True
83939,Btla,B and T lymphocyte associated,76080984,sagittal,208154,True
53621,Epm2aip1,EPM2A (laforin) interacting protein 1,583840,sagittal,77781,True
88649,Zfp760,zinc finger protein 760,75197582,sagittal,240034,True
17637,Mycs,"myc-like oncogene, s-myc protein",75214945,sagittal,17870,True
64848,Psph,phosphoserine phosphatase,68269067,sagittal,100678,True
54079,Spint4,"serine protease inhibitor, Kunitz type 4",75934518,sagittal,78239,True
79894,Man2a2,"mannosidase 2, alpha 2",70523825,sagittal,140481,True
11662,Art5,ADP-ribosyltransferase 5,76003457,sagittal,11875,True
21178,Zeb1,zinc finger E-box binding homeobox 1,71380441,sagittal,21417,True
18292,Pcdh10,protocadherin 10,71668995,sagittal,18526,True
21898,Tub,tubby candidate gene,71764449,sagittal,22141,True
19972,Saa2,serum amyloid A 2,68631881,sagittal,20209,True
82125,Vgll1,vestigial like 1 homolog (Drosophila),71808723,sagittal,170828,True
82965,Ell2,elongation factor RNA polymerase II 2,71668998,sagittal,192657,True
82965,Ell2,elongation factor RNA polymerase II 2,71213659,sagittal,192657,True
130590,LOC434010,similar to T-cell receptor beta-chain V12-D1.1-J1.1-C0-C1 region,70919077,sagittal,434010,True
42950,Gm9517,predicted gene 9517,76003374,sagittal,67107,True
89166,Zfp473,zinc finger protein 473,71377741,sagittal,243963,True
108305,Usp44,ubiquitin specific peptidase 44,70239057,sagittal,327799,True
15202,Hoxc9,homeobox C9,74635683,sagittal,15427,True
16341,Kif3a,kinesin family member 3A,71529995,sagittal,16568,True
36052,Chst5,carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5,69548927,sagittal,56773,True
16612,Lect2,leukocyte cell-derived chemotaxin 2,68446075,sagittal,16841,True
156139,3930402G23Rik,RIKEN cDNA 3930402G23 gene,69407576,sagittal,665306,True
87745,Sez6l2,seizure related 6 homolog like 2,1408,sagittal,233878,True
87745,Sez6l2,seizure related 6 homolog like 2,1407,coronal,233878,True
88026,Cldn21,claudin 21,70295966,sagittal,100042785,True
21177,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",100055049,sagittal,21416,True
21177,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",100055048,sagittal,21416,True
21177,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",72339557,coronal,21416,True
21177,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",79677347,sagittal,21416,True
21177,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",100055043,sagittal,21416,True
66592,Hinfp,histone H4 transcription factor,67767461,sagittal,102423,True
47829,Esco2,establishment of cohesion 1 homolog 2 (S. cerevisiae),68498259,sagittal,71988,True
12291,Cd48,CD48 antigen,77924350,sagittal,12506,True
12291,Cd48,CD48 antigen,69174340,sagittal,12506,True
80230,Slc17a6,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",71724696,sagittal,140919,True
80230,Slc17a6,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",73818754,coronal,140919,True
50605,Klc4,kinesin light chain 4,73514713,sagittal,74764,True
47769,2310047K21Rik,RIKEN cDNA 2310047K21 gene,75934921,sagittal,71928,True
72307,Atic,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,72077466,coronal,108147,True
72307,Atic,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,68845837,sagittal,108147,True
26207,Slc27a5,"solute carrier family 27 (fatty acid transporter), member 5",68203458,sagittal,26459,True
22415,Pcgf2,polycomb group ring finger 2,69015488,sagittal,22658,True
43431,Rnf41,ring finger protein 41,70439117,sagittal,67588,True
93235,Slc39a12,"solute carrier family 39 (zinc transporter), member 12",70302168,sagittal,277468,True
37653,Pcbp3,poly(rC) binding protein 3,769,sagittal,59093,True
37653,Pcbp3,poly(rC) binding protein 3,768,coronal,59093,True
14201,Galnt3,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3,68920689,sagittal,14425,True
48376,Aldh1b1,"aldehyde dehydrogenase 1 family, member B1",75827098,sagittal,72535,True
40891,Foxb1,forkhead box B1,461,sagittal,64290,True
40891,Foxb1,forkhead box B1,79908799,coronal,64290,True
14997,Foxd3,forkhead box D3,1496,coronal,15221,True
14997,Foxd3,forkhead box D3,1497,sagittal,15221,True
52811,2810007J24Rik,RIKEN cDNA 2810007J24 gene,68666523,sagittal,76971,True
55213,Spz1,spermatogenic leucine zipper 1,69114664,sagittal,79401,True
63102,Myl9,"myosin, light polypeptide 9, regulatory",69838564,sagittal,98932,True
35784,Srpk3,serine/arginine-rich protein specific kinase 3,71488343,sagittal,56504,True
22040,Ush2a,"Usher syndrome 2A (autosomal recessive, mild)",71210944,sagittal,22283,True
51797,Srrm2,serine/arginine repetitive matrix 2,77620766,sagittal,75956,True
46777,4931400O07Rik,RIKEN cDNA 4931400O07 gene,71891964,sagittal,70936,True
53484,C330007P06Rik,RIKEN cDNA C330007P06 gene,68196967,sagittal,77644,True
83940,Map6d1,MAP6 domain containing 1,70565891,sagittal,208158,True
50320,Snx11,sorting nexin 11,68666571,sagittal,74479,True
21779,Tpst2,protein-tyrosine sulfotransferase 2,69080033,sagittal,22022,True
92573,Lrrc16b,leucine rich repeat containing 16B,69529071,sagittal,268747,True
45406,Nmrk2,nicotinamide riboside kinase 2,70278099,sagittal,69564,True
106124,Hist2h2bb,"histone cluster 2, H2bb",69735048,sagittal,319189,True
47573,Vps11,vacuolar protein sorting 11 (yeast),68148721,sagittal,71732,True
91278,Olfr137,olfactory receptor 137,74720793,sagittal,258481,True
129216,LOC432627,LOC432627,70611138,sagittal,432627,True
37183,Cdc42se1,CDC42 small effector 1,69116877,sagittal,57912,True
130445,Nom1,nucleolar protein with MIF4G domain 1,70787026,sagittal,433864,True
85257,Mfsd7c,major facilitator superfamily domain containing 7C,68301963,sagittal,217721,True
